customer_id,date_of_birth,borough,neighborhood,zip_code,name
6042,null,BROOKLYN,FLATBUSH,11210,"Neumann, Mats"
6046,01-01-2000,BROOKLYN,FLATBUSH,11225,"Langer, Lara"
6047,null,BROOKLYN,SOUTHERN BROOKLYN,11235,"Frank, Jonathan"
6048,27-02-2011,BRONX,BRONX PARK AND FORDHAM,10467,"Martens, Ben"
6049,null,MANHATTAN,UPPER EAST SIDE,10065,"Maier, Marlene"
6050,29-11-2010,MANHATTAN,GREENWICH VILLAGE AND SOHO,10014,"Bauer, Katharina"
6051,null,BROOKLYN,CENTRAL BROOKLYN,11212,"Frank, Elias"
6052,01-01-2000,QUEENS,WEST QUEENS,11369,"Hahn, Dominik"
6053,null,QUEENS,WEST CENTRAL QUEENS,11385,"Frank, Paula"
6059,null,STATEN ISLAND,MID-ISLAND,10314,"Barth, David"
6061,null,QUEENS,NORTH QUEENS,11360,"Voigt, Clara"
6062,null,BRONX,SOUTHEAST BRONX,10464,"Winkler, Samuel"
6063,04-05-1987,BROOKLYN,NORTHWEST BROOKLYN,11215,"Albrecht, Philipp"
6064,null,BROOKLYN,FLATBUSH,11225,"Seidel, Charlotte"
6067,28-12-2017,QUEENS,WEST QUEENS,11373,"Böhm, Theo"
6071,01-01-2000,QUEENS,SOUTHWEST QUEENS,11415,"Heinrich, Vincent"
6072,07-04-2009,QUEENS,SOUTHWEST QUEENS,11419,"Voelker, Leni"
6073,01-01-1970,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10034,"Schröter, Anton"
6076,01-01-2000,BROOKLYN,BOROUGH PARK,11218,"Hahn, Elias"
6077,null,QUEENS,NORTH QUEENS,11360,"Linke, Luis"
6078,null,QUEENS,WEST CENTRAL QUEENS,11374,"Förster, Greta"
6079,01-01-2000,QUEENS,WEST CENTRAL QUEENS,11385,"Schröder, Charlotte"
6088,01-01-2000,QUEENS,ROCKAWAYS,11691,"Müller, Alina"
6091,01-01-2000,QUEENS,NORTH QUEENS,11355,"Müller, Luna"
6092,29-01-2005,QUEENS,SOUTHEAST QUEENS,11411,"Schröder, Tom"
6095,01-01-2000,STATEN ISLAND,PORT RICHMOND,10303,"Stark, Sarah"
6096,null,QUEENS,WEST CENTRAL QUEENS,11375,"Heinrichs, Johannes"
6102,01-01-2000,QUEENS,NORTHWEST QUEENS,11105,"Sommer, Johannes"
6104,12-11-2010,BRONX,CENTRAL BRONX,10460,"Seidel, Elisa"
6106,23-10-1999,BRONX,BRONX PARK AND FORDHAM,10458,"Stark, Paula"
6107,12-04-2010,MANHATTAN,CHELSEA AND CLINTON,10001,"Stephan, David"
6108,null,BROOKLYN,SOUTHWEST BROOKLYN,11214,"Fuchs, Marlene"
6112,null,STATEN ISLAND,SOUTH SHORE,10308,"Kaiser, Vincent"
6115,01-01-2000,QUEENS,ROCKAWAYS,11694,"Stephan, Mathilda"
6116,01-01-2000,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10010,"Fischer, Ben"
6118,02-04-2010,QUEENS,NORTHEAST QUEENS,11364,"Arnold, Linus"
6119,01-10-2000,BRONX,HUNTS POINT AND MOTT HAVEN,10474,"Martens, Marlene"
6120,10-03-2011,BROOKLYN,SOUTHERN BROOKLYN,11235,"Müller, Leon"
6121,01-01-2000,BROOKLYN,EAST NEW YORK AND NEW LOTS,11208,"Winkler, Emma"
6122,12-11-2010,QUEENS,WEST QUEENS,11370,"Schmidt, Julian"
6124,01-01-2000,BRONX,BRONX PARK AND FORDHAM,10458,"Maier, Alina"
6125,null,QUEENS,WEST QUEENS,11373,"Meyer, Anna"
6126,01-01-2000,BROOKLYN,SUNSET PARK,11220,"Kuhnert, Sebastian"
6128,09-01-1991,MANHATTAN,UPPER WEST SIDE,10024,"Wagner, Mats"
6129,01-01-2000,QUEENS,WEST CENTRAL QUEENS,11379,"Wagner, Maximilian"
6131,02-09-1990,BRONX,NORTHEAST BRONX,10466,"Barth, Emil"
6132,01-01-2000,MANHATTAN,UPPER EAST SIDE,10065,"Krüger, Elisa"
6136,16-10-2001,BRONX,NORTHEAST BRONX,10475,"Jung, Ruben"
6139,19-05-2010,MANHATTAN,LOWER MANHATTAN,10004,"Kühn, Alexander"
6140,01-01-2000,BRONX,SOUTHEAST BRONX,10461,"Kopp, Amelie"
6141,01-01-2000,QUEENS,NORTH QUEENS,11360,"Schmidt, Anna"
6143,16-06-1985,BRONX,NORTHEAST BRONX,10466,"Stark, Adrian"
6147,01-01-2000,QUEENS,NORTHWEST QUEENS,11105,"Keller, Sofia"
6149,01-01-2005,STATEN ISLAND,SOUTH SHORE,10312,"Günther, Luca"
6150,01-01-2000,QUEENS,SOUTHEAST QUEENS,11422,"Heinrichs, Linus"
6154,01-01-2000,MANHATTAN,GREENWICH VILLAGE AND SOHO,10013,"Jäger, Helene"
6157,08-07-2000,QUEENS,NORTHWEST QUEENS,11103,"Groß, Frieda"
6159,25-12-2013,QUEENS,NORTHEAST QUEENS,11362,"Schütz, Luca"
6161,23-11-2000,QUEENS,WEST QUEENS,11370,"Walter, Melina"
6168,29-08-2010,BROOKLYN,CENTRAL BROOKLYN,11213,"Simon, Ruben"
6173,null,MANHATTAN,UPPER WEST SIDE,10025,"Richter, Samuel"
6176,01-01-2000,QUEENS,SOUTHEAST QUEENS,11428,"Paul, Nele"
6178,null,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10022,"Krämer, Frieda"
6179,01-01-2000,QUEENS,SOUTHEAST QUEENS,11429,"Otto, Ronja"
6182,07-04-2015,QUEENS,ROCKAWAYS,11694,"Jäger, Paul"
6183,01-01-2000,MANHATTAN,LOWER MANHATTAN,10038,"Pohl, Victoria"
6185,05-11-2002,QUEENS,NORTHEAST QUEENS,11362,"Wirth, Nora"
6187,01-01-2000,BROOKLYN,EAST NEW YORK AND NEW LOTS,11207,"Möller, Emma"
6190,01-01-2000,MANHATTAN,EAST HARLEM,10029,"Brandt, Kilian"
6194,null,MANHATTAN,LOWER MANHATTAN,10006,"Hofmann, Lea"
6195,16-05-2005,BRONX,NORTHEAST BRONX,10470,"Vogel, Johannes"
6196,01-01-2000,BROOKLYN,NORTHWEST BROOKLYN,11201,"Krämer, Noah"
6197,null,BROOKLYN,SOUTHERN BROOKLYN,11223,"Reuter, Jonas"
6201,30-04-2003,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10032,"Lange, Julius"
6202,null,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10040,"Lange, Anton"
6208,01-01-2000,MANHATTAN,CENTRAL HARLEM,10027,"Peters, Leni"
6212,25-03-2014,QUEENS,ROCKAWAYS,11693,"Schulz, Marlene"
6214,13-12-2014,STATEN ISLAND,STAPLETON AND ST. GEORGE,10304,"Reuter, Alexander"
6215,null,STATEN ISLAND,PORT RICHMOND,10310,"Fuchs, Lisa"
6216,01-01-2000,BRONX,SOUTHEAST BRONX,10473,"Huber, Julian"
6217,01-01-1999,QUEENS,ROCKAWAYS,11697,"Ludwig, Theo"
6218,01-01-2000,BROOKLYN,SOUTHERN BROOKLYN,11224,"Müller, Mia"
6219,30-07-2015,MANHATTAN,LOWER EAST SIDE,10003,"Schreiber, Theo"
6220,null,BROOKLYN,SOUTHWEST BROOKLYN,11209,"Hofmann, Erik"
6221,null,STATEN ISLAND,PORT RICHMOND,10310,"Schäfer, Finn"
6222,null,BRONX,CENTRAL BRONX,10457,"Koch, Pauline"
6228,01-01-2008,MANHATTAN,UPPER EAST SIDE,10044,"Schütz, Sebastian"
6231,02-04-2004,QUEENS,WEST QUEENS,11370,"Hoffmann, Sarah"
6233,01-01-2000,MANHATTAN,LOWER MANHATTAN,10280,"Frank, Tobias"
6235,16-05-2005,QUEENS,NORTHWEST QUEENS,11104,"Linke, Helene"
6236,01-01-2000,BROOKLYN,CENTRAL BROOKLYN,11213,"Jung, Marlene"
6240,null,BROOKLYN,BOROUGH PARK,11230,"Neumann, Melina"
6244,null,QUEENS,SOUTHEAST QUEENS,11428,"Klein, Lisa"
6245,null,MANHATTAN,UPPER WEST SIDE,10024,"Kuhnert, Lotta"
6246,12-11-2010,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10033,"Martens, Nils"
6247,01-01-2000,MANHATTAN,GREENWICH VILLAGE AND SOHO,10013,"Maier, Kilian"
6248,17-06-2014,QUEENS,ROCKAWAYS,11697,"Groß, Jonas"
6251,null,BRONX,HIGH BRIDGE AND MORRISANIA,10451,"Weber, Felix"
6252,27-05-2000,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10033,"Schröder, Malte"
6253,01-01-2000,BRONX,NORTHEAST BRONX,10470,"Hartmann, Tom"
6255,01-01-2000,MANHATTAN,UPPER WEST SIDE,10024,"Günther, Vincent"
6259,29-09-1991,QUEENS,WEST QUEENS,11370,"Pohl, Lotta"
6263,01-01-2000,QUEENS,JAMAICA,11412,"Schröter, Erik"
6264,04-12-2013,MANHATTAN,CHELSEA AND CLINTON,10011,"Vogel, Johanna"
6265,19-09-2005,QUEENS,ROCKAWAYS,11692,"Schuster, Greta"
6266,07-08-1983,STATEN ISLAND,MID-ISLAND,10314,"Freitag, Ben"
6270,null,QUEENS,JAMAICA,11432,"Köhler, Luna"
6274,16-05-2005,STATEN ISLAND,SOUTH SHORE,10312,"Engel, Samuel"
6279,null,BROOKLYN,BOROUGH PARK,11219,"Wagner, Nele"
6282,null,MANHATTAN,LOWER EAST SIDE,10009,"Barth, Luis"
6283,01-01-2000,BRONX,HIGH BRIDGE AND MORRISANIA,10452,"Fuchs, Hanna"
6285,01-01-2000,BROOKLYN,CENTRAL BROOKLYN,11238,"Reuter, Luisa"
6287,null,BRONX,NORTHEAST BRONX,10470,"Horn, Mats"
6291,null,STATEN ISLAND,PORT RICHMOND,10302,"Keller, Felix"
6292,01-01-2000,QUEENS,NORTH QUEENS,11356,"Weiß, Leon"
6293,01-01-2000,MANHATTAN,CENTRAL HARLEM,10026,"Frank, Peer"
6295,12-11-2010,MANHATTAN,LOWER EAST SIDE,10009,"Schulz, Julius"
6296,05-08-2000,BRONX,SOUTHEAST BRONX,10473,"Beck, Jule"
6298,01-01-2000,BROOKLYN,SOUTHERN BROOKLYN,11229,"Lorenz, Ruben"
6299,29-10-2007,STATEN ISLAND,PORT RICHMOND,10310,"Linke, Ronja"
6304,20-10-2013,BROOKLYN,CANARSIE AND FLATLANDS,11234,"Schulz, Felix"
6313,25-08-1984,BROOKLYN,EAST NEW YORK AND NEW LOTS,11208,"Müller, Adrian"
6314,01-01-2000,BROOKLYN,GREENPOINT,11211,"Dietrich, Aaron"
6315,null,STATEN ISLAND,STAPLETON AND ST. GEORGE,10305,"Groß, Katharina"
6320,01-01-2000,MANHATTAN,UPPER EAST SIDE,10075,"Linke, Jakob"
6321,null,QUEENS,NORTHEAST QUEENS,11361,"Sommer, Pascal"
6322,13-05-2002,QUEENS,NORTH QUEENS,11360,"Möller, Julian"
6325,01-01-2000,STATEN ISLAND,SOUTH SHORE,10307,"Krüger, Frieda"
6326,01-01-1999,BRONX,KINGSBRIDGE AND RIVERDALE,10471,"Heinrich, Niklas"
6327,01-01-2000,QUEENS,SOUTHWEST QUEENS,11414,"Schulz, Peer"
6334,12-10-2004,BROOKLYN,FLATBUSH,11225,"Dietrich, Ruben"
6336,16-05-2005,MANHATTAN,CHELSEA AND CLINTON,10011,"Förster, Antonia"
6337,null,QUEENS,WEST CENTRAL QUEENS,11374,"Lange, Malte"
6338,01-01-2000,QUEENS,NORTH QUEENS,11354,"Arnold, Luis"
6339,07-06-1995,QUEENS,SOUTHWEST QUEENS,11421,"Jäger, Timo"
6343,null,MANHATTAN,LOWER MANHATTAN,10006,"Fischer, Levi"
6346,01-01-2000,BRONX,SOUTHEAST BRONX,10461,"Heinrich, Maximilian"
6347,24-07-1991,QUEENS,NORTH QUEENS,11359,"Ziegler, Helene"
6348,01-01-2000,QUEENS,SOUTHWEST QUEENS,11415,"Dietz, Leon"
6351,14-05-2009,BRONX,HUNTS POINT AND MOTT HAVEN,10474,"Langer, Charlotte"
6352,null,STATEN ISLAND,STAPLETON AND ST. GEORGE,10301,"Baumann, Melina"
6357,null,BROOKLYN,BOROUGH PARK,11204,"Koch, Johanna"
6358,null,MANHATTAN,CENTRAL HARLEM,10037,"Schneider, Ole"
6361,null,QUEENS,SOUTHWEST QUEENS,11414,"Hoffmann, Theo"
6363,null,MANHATTAN,GREENWICH VILLAGE AND SOHO,10014,"Freitag, Sofia"
6364,null,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10010,"Schneider, Jan"
6365,01-01-2000,BRONX,SOUTHEAST BRONX,10461,"Simon, Jule"
6366,01-01-2000,MANHATTAN,CHELSEA AND CLINTON,10036,"Hahn, Lina"
6367,06-09-1999,QUEENS,NORTHWEST QUEENS,11102,"Pohl, Amelie"
6368,null,QUEENS,WEST CENTRAL QUEENS,11385,"Dietz, Marco"
6369,null,QUEENS,NORTHWEST QUEENS,11103,"Schreiber, Amelie"
6370,null,QUEENS,JAMAICA,11432,"Dietz, Lennard"
6371,null,QUEENS,NORTH QUEENS,11359,"Brandt, Lisa"
6374,null,QUEENS,WEST QUEENS,11378,"Schröder, Elias"
6376,null,BRONX,SOUTHEAST BRONX,10472,"Schreiber, Victoria"
6378,24-07-1978,MANHATTAN,CENTRAL HARLEM,10039,"Lorenz, Alexander"
6381,null,BRONX,HIGH BRIDGE AND MORRISANIA,10452,"Köhler, Victoria"
6383,null,STATEN ISLAND,SOUTH SHORE,10307,"Pohl, Ella"
6386,null,STATEN ISLAND,STAPLETON AND ST. GEORGE,10301,"Linke, Theo"
6391,05-11-2003,BRONX,CENTRAL BRONX,10457,"Richter, Lennard"
6394,null,BROOKLYN,CENTRAL BROOKLYN,11238,"Vogel, David"
6397,01-01-2000,QUEENS,NORTHEAST QUEENS,11362,"Langer, Mila"
6398,null,QUEENS,NORTH QUEENS,11354,"Schmitt, Timo"
6404,null,BROOKLYN,CANARSIE AND FLATLANDS,11236,"Langer, Marlene"
6405,null,BRONX,KINGSBRIDGE AND RIVERDALE,10463,"Jäger, Linus"
6406,null,BROOKLYN,FLATBUSH,11210,"Reuter, Dominik"
6407,12-11-2010,QUEENS,NORTH QUEENS,11360,"Roth, Nico"
6410,null,MANHATTAN,GREENWICH VILLAGE AND SOHO,10013,"Reuter, Elias"
6411,24-01-2016,MANHATTAN,LOWER MANHATTAN,10007,"Klein, Tobias"
6416,13-03-2017,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10032,"Weber, Vincent"
6417,01-01-1999,MANHATTAN,CHELSEA AND CLINTON,10020,"Kuhn, Kilian"
6419,null,BROOKLYN,SUNSET PARK,11232,"Voelker, Jakob"
6420,01-01-1999,STATEN ISLAND,SOUTH SHORE,10308,"Schuster, Leon"
6426,01-01-2000,QUEENS,SOUTHEAST QUEENS,11413,"Graf, Lea"
6427,01-01-2000,BROOKLYN,GREENPOINT,11222,"Möller, David"
6428,24-12-2014,QUEENS,NORTH QUEENS,11356,"Schulz, Elias"
6430,01-01-1960,QUEENS,JAMAICA,11423,"Dietrich, Elias"
6431,01-01-2000,BROOKLYN,SOUTHWEST BROOKLYN,11209,"Schwarz, Sofia"
6433,null,QUEENS,SOUTHWEST QUEENS,11419,"Heinrichs, Elias"
6435,16-05-2003,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10040,"Schröder, Nora"
6437,null,QUEENS,NORTHEAST QUEENS,11361,"Schmitt, Alexander"
6445,null,MANHATTAN,EAST HARLEM,10029,"Schmid, Collin"
6446,null,BRONX,SOUTHEAST BRONX,10462,"Schmitt, Samuel"
6447,null,QUEENS,WEST QUEENS,11377,"Braun, Amelie"
6450,null,MANHATTAN,UPPER EAST SIDE,10044,"Keller, Timo"
6451,null,BROOKLYN,SOUTHERN BROOKLYN,11229,"Peters, Ole"
6453,null,MANHATTAN,UPPER EAST SIDE,10028,"Paul, Tom"
6457,null,QUEENS,SOUTHEAST QUEENS,11004,"Möller, Samuel"
6458,null,BRONX,CENTRAL BRONX,10457,"Paul, Erik"
6464,01-01-2000,MANHATTAN,EAST HARLEM,10035,"Hahn, Paul"
6468,null,BRONX,CENTRAL BRONX,10457,"Bauer, Paul"
6469,null,BROOKLYN,EAST NEW YORK AND NEW LOTS,11207,"Wagner, Paul"
6472,null,BROOKLYN,FLATBUSH,11226,"Schwarz, Luca"
6473,01-01-2000,BROOKLYN,FLATBUSH,11225,"Heinrichs, Clara"
6483,null,QUEENS,SOUTHWEST QUEENS,11414,"Groß, Philipp"
6484,01-01-1999,BROOKLYN,CENTRAL BROOKLYN,11233,"Kuhn, Tim"
6485,null,BROOKLYN,SOUTHWEST BROOKLYN,11228,"Hofmann, Marlene"
6486,null,BROOKLYN,EAST NEW YORK AND NEW LOTS,11208,"Engel, Alina"
6487,null,BRONX,BRONX PARK AND FORDHAM,10467,"Albrecht, Melina"
6488,null,QUEENS,SOUTHWEST QUEENS,11417,"Freitag, Ella"
6490,12-11-2010,QUEENS,WEST QUEENS,11369,"Wirth, Simon"
6492,null,MANHATTAN,CENTRAL HARLEM,10037,"Neumann, Luna"
6493,null,BRONX,BRONX PARK AND FORDHAM,10467,"Schulz, Lotta"
6494,12-02-2010,BRONX,HIGH BRIDGE AND MORRISANIA,10456,"Kaiser, Sofia"
6497,01-01-2000,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10034,"Dietrich, Dominik"
6498,null,QUEENS,NORTH QUEENS,11354,"Meyer, Lotta"
6499,16-05-2005,QUEENS,NORTH QUEENS,11360,"Jung, Peer"
6500,08-07-2014,STATEN ISLAND,STAPLETON AND ST. GEORGE,10305,"Schuster, Maxim"
6503,01-01-2000,QUEENS,SOUTHEAST QUEENS,11411,"Langer, Philipp"
6504,12-11-2010,BROOKLYN,SOUTHERN BROOKLYN,11229,"Martens, Niklas"
6505,28-01-2014,BROOKLYN,CENTRAL BROOKLYN,11212,"Voigt, Jule"
6508,null,BROOKLYN,SOUTHWEST BROOKLYN,11228,"Schäfer, Luca"
6512,null,BROOKLYN,FLATBUSH,11226,"Schilling, Oskar"
6513,01-01-2000,QUEENS,WEST QUEENS,11369,"Becker, Greta"
6514,06-08-2010,MANHATTAN,UPPER EAST SIDE,10021,"Krüger, Ronja"
6517,01-01-2000,MANHATTAN,UPPER EAST SIDE,10128,"Zimmermann, Luisa"
6518,01-01-2000,QUEENS,SOUTHWEST QUEENS,11414,"Berger, Nico"
6519,01-01-2000,BROOKLYN,SUNSET PARK,11232,"Schmid, Tim"
6520,16-05-2009,QUEENS,SOUTHWEST QUEENS,11419,"Winkler, Anna"
6522,01-01-2000,BROOKLYN,BOROUGH PARK,11218,"Schwarz, Alexander"
6524,null,BRONX,NORTHEAST BRONX,10475,"Schilling, Adrian"
6526,25-03-2013,MANHATTAN,UPPER EAST SIDE,10065,"Hartmann, Elias"
6528,null,BROOKLYN,BOROUGH PARK,11204,"Simon, Johanna"
6530,01-01-2000,BROOKLYN,FLATBUSH,11203,"Schäfer, Sarah"
6532,01-01-2000,QUEENS,JAMAICA,11434,"Klein, Nele"
6535,01-01-2000,QUEENS,WEST QUEENS,11377,"Lange, Alexander"
6536,null,BROOKLYN,CENTRAL BROOKLYN,11238,"Vogel, Paul"
6537,01-01-2000,STATEN ISLAND,SOUTH SHORE,10309,"Schulz, Hanna"
6538,null,STATEN ISLAND,SOUTH SHORE,10312,"Lehmann, Emilia"
6539,01-01-2000,BRONX,HUNTS POINT AND MOTT HAVEN,10455,"Winkler, Frieda"
6542,null,BROOKLYN,CENTRAL BROOKLYN,11233,"Beck, Lisa"
6544,01-01-2000,STATEN ISLAND,SOUTH SHORE,10306,"Simon, Marlene"
6545,null,BRONX,NORTHEAST BRONX,10466,"Schreiber, Luisa"
6546,null,BROOKLYN,BUSHWICK AND WILLIAMSBURG,11237,"Graf, Malte"
6548,null,MANHATTAN,CENTRAL HARLEM,10039,"Zimmermann, Florian"
6549,11-05-1982,BROOKLYN,SOUTHWEST BROOKLYN,11209,"Linke, Tom"
6552,null,BROOKLYN,CENTRAL BROOKLYN,11233,"Hoffmann, Katharina"
6554,01-01-2000,QUEENS,NORTHWEST QUEENS,11106,"Albrecht, Linus"
6555,01-01-2000,QUEENS,SOUTHWEST QUEENS,11416,"Schuster, Julian"
6560,null,BRONX,CENTRAL BRONX,10457,"Lang, Leni"
6561,20-09-1995,BROOKLYN,BUSHWICK AND WILLIAMSBURG,11237,"Scholten, Mila"
6564,29-11-2007,QUEENS,NORTHWEST QUEENS,11105,"Kuhn, Melina"
6565,null,QUEENS,JAMAICA,11423,"Müller, Melina"
6567,01-01-2000,BRONX,NORTHEAST BRONX,10475,"Koch, Dennis"
6572,null,BRONX,BRONX PARK AND FORDHAM,10458,"Reuter, Jakob"
6575,19-08-1989,QUEENS,WEST CENTRAL QUEENS,11375,"Becker, Ole"
6576,01-01-2000,BRONX,KINGSBRIDGE AND RIVERDALE,10463,"Meyer, Anton"
6578,null,BRONX,NORTHEAST BRONX,10466,"Albrecht, Lea"
6579,01-01-2000,MANHATTAN,CHELSEA AND CLINTON,10011,"Frank, Tim"
6582,null,QUEENS,JAMAICA,11412,"Kuhnert, Florian"
6586,01-01-2000,BROOKLYN,NORTHWEST BROOKLYN,11231,"Langer, Felix"
6589,null,STATEN ISLAND,STAPLETON AND ST. GEORGE,10301,"Voelker, Tom"
6591,01-01-2000,BRONX,HIGH BRIDGE AND MORRISANIA,10456,"Graf, Anna"
6593,12-11-2010,QUEENS,SOUTHEAST QUEENS,11004,"Arnold, Samuel"
6594,null,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10022,"Adam, Helene"
6597,null,MANHATTAN,UPPER EAST SIDE,10021,"Walter, Ella"
6600,01-01-2005,QUEENS,CENTRAL QUEENS,11367,"Stark, Victoria"
6602,null,QUEENS,ROCKAWAYS,11694,"Barth, Jonathan"
6605,null,MANHATTAN,CHELSEA AND CLINTON,10018,"Kuhnert, Kilian"
6613,01-01-2000,BRONX,NORTHEAST BRONX,10475,"Wolf, Julian"
6614,01-01-2000,MANHATTAN,CHELSEA AND CLINTON,10018,"Wolf, Ben"
6617,01-01-2000,MANHATTAN,UPPER EAST SIDE,10065,"Schmitt, Emil"
6618,null,BRONX,SOUTHEAST BRONX,10465,"Fuchs, Maxim"
6619,01-01-2002,STATEN ISLAND,MID-ISLAND,10314,"Schneider, Emilia"
6620,16-07-2015,BROOKLYN,SOUTHERN BROOKLYN,11223,"Ludwig, Lisa"
6621,01-01-2000,STATEN ISLAND,SOUTH SHORE,10308,"Walter, Leon"
6627,01-01-1999,BROOKLYN,CENTRAL BROOKLYN,11213,"Wirth, Theo"
6629,null,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10010,"Graf, Paula"
6630,04-01-2006,QUEENS,NORTHWEST QUEENS,11101,"Krüger, Florian"
6631,null,MANHATTAN,CHELSEA AND CLINTON,10019,"Dietrich, Nora"
6638,01-01-2000,BROOKLYN,FLATBUSH,11225,"Bauer, Luna"
6640,01-01-2000,BRONX,BRONX PARK AND FORDHAM,10467,"Martens, Tom"
6644,02-02-2010,BROOKLYN,BUSHWICK AND WILLIAMSBURG,11221,"Kühn, Maxim"
6647,13-05-2014,BROOKLYN,CENTRAL BROOKLYN,11216,"Graf, Lennard"
6652,09-04-2008,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10022,"Linke, Dominik"
6653,null,BROOKLYN,GREENPOINT,11211,"Linke, Sebastian"
6656,02-10-2014,MANHATTAN,UPPER EAST SIDE,10065,"Richter, Mila"
6657,08-01-1999,QUEENS,JAMAICA,11432,"Dietz, Anna"
6659,null,QUEENS,WEST QUEENS,11373,"Wagner, Sarah"
6661,26-07-2004,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10017,"Adam, Theo"
6662,null,MANHATTAN,CHELSEA AND CLINTON,10001,"Weiß, Antonia"
6663,null,QUEENS,NORTH QUEENS,11358,"Koch, Lisa"
6666,01-01-2000,MANHATTAN,CHELSEA AND CLINTON,10001,"Lang, Clara"
6667,01-01-2000,BROOKLYN,SOUTHWEST BROOKLYN,11214,"Barth, Luca"
6668,null,BRONX,SOUTHEAST BRONX,10461,"Graf, Dominik"
6670,06-07-2006,MANHATTAN,LOWER MANHATTAN,10006,"Stephan, Sebastian"
6678,01-01-2000,STATEN ISLAND,SOUTH SHORE,10308,"Scholz, Amelie"
6686,01-01-2000,MANHATTAN,CENTRAL HARLEM,10027,"Lange, Alina"
6690,01-01-2000,QUEENS,JAMAICA,11434,"Otto, Maximilian"
6691,01-01-2000,MANHATTAN,UPPER WEST SIDE,10025,"Stark, Hannes"
6693,01-01-2000,STATEN ISLAND,PORT RICHMOND,10302,"Fischer, Greta"
6694,null,QUEENS,WEST QUEENS,11372,"Sommer, Emma"
6700,01-01-2000,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10010,"Schilling, Alina"
6703,01-01-2000,MANHATTAN,LOWER EAST SIDE,10009,"Engel, Lennard"
6705,null,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10034,"Stephan, Adrian"
6707,01-01-2000,BRONX,NORTHEAST BRONX,10470,"Schneider, Nico"
6712,03-10-2012,BROOKLYN,SOUTHERN BROOKLYN,11224,"Frank, Johannes"
6713,22-06-2011,QUEENS,NORTH QUEENS,11357,"Schröder, Emma"
6718,16-08-1994,MANHATTAN,LOWER MANHATTAN,10007,"Albrecht, Timo"
6719,06-05-2010,QUEENS,WEST QUEENS,11369,"Keller, Luca"
6724,null,QUEENS,NORTHWEST QUEENS,11103,"Maier, Johanna"
6725,null,BRONX,BRONX PARK AND FORDHAM,10458,"Sauer, Niklas"
6727,null,QUEENS,WEST CENTRAL QUEENS,11374,"Schmitt, Dominik"
6730,01-01-2706,MANHATTAN,UPPER EAST SIDE,10021,"Meyer, Timo"
6731,null,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10031,"Schröder, Clara"
6732,null,QUEENS,JAMAICA,11423,"Maier, Maximilian"
6733,18-01-2016,QUEENS,SOUTHEAST QUEENS,11427,"Schmitt, Maxim"
6734,null,MANHATTAN,LOWER EAST SIDE,10002,"Fuchs, Lennard"
6735,19-05-2010,BROOKLYN,EAST NEW YORK AND NEW LOTS,11207,"Kaiser, Moritz"
6736,14-05-2003,QUEENS,SOUTHEAST QUEENS,11429,"Scholten, Tom"
6740,01-01-2000,QUEENS,CENTRAL QUEENS,11367,"Heinrichs, Elias"
6741,01-01-2000,QUEENS,SOUTHEAST QUEENS,11411,"Schmidt, Victoria"
6744,01-01-2000,MANHATTAN,EAST HARLEM,10029,"Kopp, Levi"
6745,null,BROOKLYN,BOROUGH PARK,11204,"Groß, Samuel"
6746,01-01-2000,MANHATTAN,CENTRAL HARLEM,10037,"Schröter, Ruben"
6749,09-08-2010,BRONX,SOUTHEAST BRONX,10465,"Schütz, Luna"
6750,01-01-1999,MANHATTAN,UPPER EAST SIDE,10128,"Hahn, Julian"
6751,01-01-2000,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10034,"Müller, Emilia"
6756,01-01-2000,QUEENS,CENTRAL QUEENS,11367,"Arnold, Lotta"
6759,null,BROOKLYN,CENTRAL BROOKLYN,11212,"Huber, Elias"
6760,null,QUEENS,SOUTHWEST QUEENS,11416,"Otto, Florian"
6761,01-01-2000,QUEENS,NORTHEAST QUEENS,11362,"Müller, David"
6763,null,QUEENS,NORTH QUEENS,11360,"Martens, Jonathan"
6764,01-01-2000,MANHATTAN,LOWER MANHATTAN,10038,"Kopp, Charlotte"
6771,null,QUEENS,NORTHEAST QUEENS,11363,"Förster, Moritz"
6772,null,QUEENS,JAMAICA,11432,"Weber, Kilian"
6777,12-11-2010,QUEENS,NORTH QUEENS,11359,"Roth, Emilia"
